c10,c20,label,max_nl,ok,residual_inf,seconds,status,theta,x,y
-2.404080851418727,2.4040478969706647,no_NL,0,True,3.792488577214369e-11,0.9133219718933105,OPTIMAL,1.214980584261246,-0.9999862922876718,0.9999725847635206
-2.4040808504493625,2.404047895106111,no_NL,0,True,2.8538800027333704e-10,0.8967409133911133,OPTIMAL,1.2496943152401387,-0.999986291884461,0.9999725839879525
-2.404080851435396,2.40404789700228,no_NL,0,True,9.849898674474389e-12,1.2062771320343018,OPTIMAL,1.2844080462190315,-0.9999862922946052,0.999972584776671
-2.404080851406927,2.4040478969517967,no_NL,0,True,3.14835619079305e-10,0.9196350574493408,OPTIMAL,1.3191217771979242,-0.9999862922827636,0.9999725847556723
-2.4040808514203214,2.4040478969729375,no_NL,0,True,1.0949743420458099e-10,1.01320481300354,OPTIMAL,1.353835508176817,-0.9999862922883349,0.9999725847644659
-2.4040808514287058,2.40404789698198,no_NL,0,True,3.2961989676850966e-10,0.9764349460601807,OPTIMAL,1.3885492391557097,-0.9999862922918225,0.9999725847682273
-2.404080851103595,2.404047896346576,no_NL,0,True,4.703563085591452e-10,0.9515001773834229,OPTIMAL,1.4232629701346025,-0.9999862921565915,0.9999725845039285
-2.4040808514243714,2.4040478969821053,no_NL,0,True,5.408061226183844e-11,0.9346218109130859,OPTIMAL,1.4579767011134952,-0.9999862922900196,0.9999725847682793
-2.4040808514320524,2.4040478969982053,no_NL,0,True,1.1083198238497e-10,0.994110107421875,OPTIMAL,1.492690432092388,-0.9999862922932145,0.9999725847749762
-2.4040808505089513,2.4040478953385347,no_NL,0,True,9.867249145796812e-10,1.107334852218628,OPTIMAL,1.5274041630712807,-0.9999862919092471,0.9999725840846301
-2.4040808514333563,2.404047897000308,no_NL,0,True,1.274086471569195e-10,1.2793049812316895,OPTIMAL,1.5621178940501734,-0.9999862922937568,0.9999725847758508
-2.4040808501494952,2.4040478945456627,no_NL,0,True,4.170851436353344e-10,1.0342919826507568,OPTIMAL,1.5968316250290662,-0.9999862917597301,0.999972583754832
-2.404080851348118,2.404047896826773,no_NL,0,True,1.0838215216494203e-10,1.0426950454711914,OPTIMAL,1.631545356007959,-0.9999862922583017,0.9999725847036683
-2.4040808514219107,2.404047896977967,no_NL,0,True,2.6796342922352778e-11,1.1924316883087158,OPTIMAL,1.6662590869868517,-0.999986292288996,0.9999725847665579
-2.4040808511765115,2.4040478965216927,no_NL,0,True,4.577044294686815e-10,0.9583332538604736,OPTIMAL,1.7009728179657444,-0.9999862921869213,0.999972584576769
-2.404080851345346,2.4040478968069037,no_NL,0,True,1.1732214615023553e-09,0.9500768184661865,OPTIMAL,1.7356865489446371,-0.9999862922571487,0.9999725846954035
-2.404080851302621,2.4040478967341046,no_NL,0,True,7.361368304578404e-11,1.0873117446899414,OPTIMAL,1.7704002799235299,-0.999986292239377,0.9999725846651225
-2.404080851434743,2.4040478970019583,no_NL,0,True,1.2070344723724702e-11,1.3714959621429443,OPTIMAL,1.8051140109024226,-0.9999862922943337,0.9999725847765373
-2.404080851403914,2.4040478969127808,no_NL,0,True,1.4573625972750926e-09,1.1800799369812012,OPTIMAL,1.8398277418813154,-0.9999862922815103,0.9999725847394435
-2.4040808513018566,2.40404789673506,no_NL,0,True,3.661389172729583e-10,1.082676887512207,OPTIMAL,1.8745414728602081,-0.999986292239059,0.9999725846655199
-2.4040808511659733,2.404047896462307,no_NL,0,True,1.1538135764132741e-09,1.2079238891601562,OPTIMAL,1.9092552038391009,-0.9999862921825379,0.9999725845520673
-2.404080851434055,2.404047897000118,no_NL,0,True,4.7414516757271485e-11,1.6487476825714111,OPTIMAL,1.9439689348179936,-0.9999862922940473,0.9999725847757718
-2.4040808513464036,2.4040478968455723,no_NL,0,True,4.876410593871662e-10,1.037024974822998,OPTIMAL,1.9786826657968863,-0.9999862922575885,0.9999725847114879
-2.4040808510717624,2.404047896352387,no_NL,0,True,1.0323132993556076e-10,0.8803818225860596,OPTIMAL,2.013396396775779,-0.9999862921433506,0.9999725845063455
-2.404080851225358,2.4040478965911602,no_NL,0,True,5.716604314217768e-10,1.1436059474945068,OPTIMAL,2.048110127754672,-0.9999862922072392,0.9999725846056643
-2.4040808512117304,2.4040478965809005,no_NL,0,True,8.253930872115234e-11,1.1259651184082031,OPTIMAL,2.0828238587335646,-0.9999862922015708,0.9999725846013967
-2.4040808513510132,2.404047896865893,no_NL,0,True,8.587188512691086e-10,0.9224629402160645,OPTIMAL,2.117537589712457,-0.999986292259506,0.9999725847199403
-2.4040808514280614,2.4040478969897245,no_NL,0,True,4.11315426163128e-11,1.19293212890625,OPTIMAL,2.15225132069135,-0.9999862922915543,0.9999725847714486
-2.4040808514029655,2.4040478969459524,no_NL,0,True,4.452038737667863e-11,1.1579127311706543,OPTIMAL,2.186965051670243,-0.9999862922811157,0.9999725847532414
-2.404080851293393,2.404047896749659,no_NL,0,True,5.311090468122469e-11,1.109976053237915,OPTIMAL,2.2216787826491355,-0.9999862922355386,0.9999725846715923
-2.4040808510874734,2.4040478963632608,no_NL,0,True,2.0417590353742253e-10,0.956413984298706,OPTIMAL,2.256392513628028,-0.9999862921498855,0.9999725845108687
-2.404080851271963,2.4040478966568815,no_NL,0,True,9.083668564531462e-10,1.20505690574646,OPTIMAL,2.291106244606921,-0.9999862922266247,0.9999725846330012
